event_id,ticker,source_type,family,semantic_class,transition_date,transition_source,reason,source_dates
24a904210aed8c03646a364fba50e16f299d83912c75cebb167e4bc2602a7615,PANI,Right Distribution,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2023-12-01,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2023-11-30|2023-12-04|2023-12-05
82e09144ecfe0d4375a9260156fe75dd74ed01a2cd72262f55e14cd85ce6ebc7,PANI,Right Distribution,RIGHT_DISTRIBUTION,SCHEDULE_REQUIRED,,,SOURCE_NATIVE_CUM_MISSING_OR_NOT_OFFICIAL_SESSION,2025-12-10|2025-12-11
1d26dfec66ee8319e2f4f77d05b03aec641a0210ea126a9c6ff3b85e289bd8d0,PANR,Right Distribution,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2024-01-03,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2024-01-02|2024-01-04|2024-01-05
706f56f3959cc95bcfaedae02d05b680314596a01b26baa91968d240a30add97,PDPP,Right Distribution,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2023-11-27,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2023-11-24|2023-11-28|2023-12-20
23d5476a770009120132056c6e4191be21bb576887910b9d0a477e8c6dd122f8,PDPP,Stock Dividend,STOCK_DIVIDEND,EXACT_TRANSITION,2023-11-27,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2023-11-24|2023-11-28|2023-12-20
817bef5b286c0243977952a4385c4033329003e150c45aefc7bc49b8897719c1,PEGE,Right Distribution,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2026-07-07,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2026-07-06|2026-07-08|2026-07-09
9b21df59be9d68e088059e2dae04d2d0bd8832d9d1cb5e9dd5a300f05f369610,PTRO,Mandatory Conversion,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2025-01-02|2025-01-06|2025-01-07
f4214e58749b52c8183044953482f908d6050e38dbb9ad592ccc4b7b12451b64,PYFA,Right Distribution,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2024-04-22,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2024-04-19|2024-04-23|2024-04-24
072cf4b8b2f7f86f3c7a55a1128c85f338cbe7b41307b57a3240ad94dba0afae,RAJA,Mandatory Conversion,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2026-07-15|2026-07-17|2026-07-20
4d27fac3accb8831a6755a6bd3651391f9ffa3eea8bf31b7869a8554d392654e,RCCC,Stock Dividend,STOCK_DIVIDEND,EXACT_TRANSITION,2024-06-21,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2024-06-20|2024-06-24|2024-07-10
7214c5758243affed4dc8bdd38f8af94792ba38d020a4ef39d86d2e59be19610,RISE,Right Distribution,RIGHT_DISTRIBUTION,SCHEDULE_REQUIRED,,,SOURCE_NATIVE_CUM_MISSING_OR_NOT_OFFICIAL_SESSION,2026-01-21|2026-02-09
32dc152817a6e2cce2b011e49dbc178d878a78098f7484e5fe78c121370e4017,RMKE,Mandatory Conversion,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2026-07-16|2026-07-20|2026-07-21
d3db9ad7f452eaf680faa863fdd76a060c8e3906b25331ea416132bfd1547a53,RMKO,Right Distribution,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2026-07-09,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2026-07-08|2026-07-10|2026-07-13
e4115a6be5f06ba568bbedbebd6186e2c02b9d39fd60cdea9de7cac753dbbe87,SGER,Stock Dividend,STOCK_DIVIDEND,EXACT_TRANSITION,2023-11-09,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2023-11-08|2023-11-10|2023-12-01
a9421890253582dc9d223d03cacf586b14a682a53d35184d60a331277ef630b4,SGER,Right Distribution,RIGHT_DISTRIBUTION,SCHEDULE_REQUIRED,,,SOURCE_NATIVE_CUM_MISSING_OR_NOT_OFFICIAL_SESSION,2024-05-29|2024-06-14
1a4c903319abaf281dd7901f9ffa5a6f78f782d14f3c1a2147d9411531b8c64e,SINI,Right Distribution,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2026-07-09,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2026-07-08|2026-07-10|2026-07-13
64cac4ca50d6746f873f79d49e60e6d4cad2af0177d6a26ce9edfc8e297f3542,TOWR,Right Distribution,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2025-07-09,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2025-07-08|2025-07-10|2025-07-11
47bf130f663479bf72e47c8408647f914ec831facde3b73d316b358f41c4c5f3,TPMA,Right Distribution,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2024-06-21,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2024-06-20|2024-06-24|2024-06-25
c1ea0c0f99219835e82e03ac8827a99abc2390f93b0e5b8bbf135c2e9aa38c35,TRJA,Voluntary Conversion,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2024-02-22
118a09860433ccebae7e99b3411deca8260c8eec8d1f510584a869025ca5bfb9,WIFI,Right Distribution,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2025-07-02,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2025-07-01|2025-07-03|2025-07-04
79d2d97dad0de8d9244e619596a7970ee16f6857b9f2cdd49028570623d14aa8,WIKA,Right Distribution,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2024-04-17,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2024-04-16|2024-04-18|2024-04-19
278e2ec1e086b7153b700b0d88e8c3d0fc83a1bb8f9c63a2e7fa3fd32d347ebd,WINS,Mixed Dividend,MIXED_STOCK_DIVIDEND,EXACT_TRANSITION,2025-06-16,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,MIXED_STOCK_COMPONENT_REGULAR_MARKET_EX_BOUNDARY,2025-06-13|2025-06-17|2025-07-01
273d8d75c833a6bed57313b1d8eafd4bc2e3c73f33c738c798436419f6067870,WINS,Mixed Dividend,MIXED_STOCK_DIVIDEND,EXACT_TRANSITION,2026-05-26,OFFICIAL_KSEI_SCHEDULE,EXACT_OFFICIAL_SCHEDULE_TRANSITION,2026-05-29|2026-06-18
49bf3ac07fa32f0443daea0d614fc9233d6c88c64da35b3fbc16654223d00848,YOII,Right Distribution,RIGHT_DISTRIBUTION,EXACT_TRANSITION,2026-07-03,KSEI_STATIC_CUM_NEXT_OFFICIAL_SESSION,REGULAR_MARKET_EX_BOUNDARY_FROM_SOURCE_NATIVE_CUM,2026-07-02|2026-07-06|2026-07-07
