event_id,ticker,source_type,family,semantic_class,transition_date,transition_source,reason,source_dates
9b21df59be9d68e088059e2dae04d2d0bd8832d9d1cb5e9dd5a300f05f369610,PTRO,Mandatory Conversion,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2025-01-02|2025-01-06|2025-01-07
072cf4b8b2f7f86f3c7a55a1128c85f338cbe7b41307b57a3240ad94dba0afae,RAJA,Mandatory Conversion,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2026-07-15|2026-07-17|2026-07-20
7214c5758243affed4dc8bdd38f8af94792ba38d020a4ef39d86d2e59be19610,RISE,Right Distribution,RIGHT_DISTRIBUTION,SCHEDULE_REQUIRED,,,SOURCE_NATIVE_CUM_MISSING_OR_NOT_OFFICIAL_SESSION,2026-01-21|2026-02-09
32dc152817a6e2cce2b011e49dbc178d878a78098f7484e5fe78c121370e4017,RMKE,Mandatory Conversion,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2026-07-16|2026-07-20|2026-07-21
a9421890253582dc9d223d03cacf586b14a682a53d35184d60a331277ef630b4,SGER,Right Distribution,RIGHT_DISTRIBUTION,SCHEDULE_REQUIRED,,,SOURCE_NATIVE_CUM_MISSING_OR_NOT_OFFICIAL_SESSION,2024-05-29|2024-06-14
72aa0489953c6258c3b1f0c994e7a6ea920db86591a6024ef86a9929d09018f6,SGRO,Voluntary Conversion,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2026-03-03
58c7727eb52265d95c21216203daba21189cbfc4811806c3a3e747dd8cb8a26e,SILO,Voluntary Conversion,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2024-09-13
6c49f70770720154f3bf4faefe6a52dbe354f3f916e455a9f88939496c12a9b0,SILO,Voluntary Conversion,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2024-09-13
9b0f4b9181226e74173ca1649a052233905285aa8af01a6bf8f06bd15fcd5800,TBIG,Voluntary Conversion,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2024-01-24
6bfc3dd1fc400322e54011ef9b8bc1c38e7263ccaa2bb45c9aeb05fcf17aef13,TOTL,Voluntary Conversion,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2024-10-04
c1ea0c0f99219835e82e03ac8827a99abc2390f93b0e5b8bbf135c2e9aa38c35,TRJA,Voluntary Conversion,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2024-02-22
273d8d75c833a6bed57313b1d8eafd4bc2e3c73f33c738c798436419f6067870,WINS,Mixed Dividend,MIXED_STOCK_DIVIDEND,SCHEDULE_REQUIRED,,,MIXED_STOCK_OR_UNKNOWN_COMPONENT_NEEDS_EXACT_SCHEDULE,2026-05-29|2026-06-18
