ticker,continuity_status,reason,risk_rows,ksei_coverage_certified,prior_official_candidate_in_period,ksei_history_rows
DMAS,RESOLVED_NO_MECHANICAL_DISCONTINUITY,KSEI_COMPLETE_HISTORY_NO_ACTIVE_MECHANICAL_CA_IN_V4_PERIOD,0,True,False,29
DMMX,RESOLVED_NO_MECHANICAL_DISCONTINUITY,KSEI_COMPLETE_HISTORY_NO_ACTIVE_MECHANICAL_CA_IN_V4_PERIOD,0,True,False,9
DNAR,RESOLVED_NO_MECHANICAL_DISCONTINUITY,KSEI_COMPLETE_HISTORY_NO_ACTIVE_MECHANICAL_CA_IN_V4_PERIOD,0,True,False,23
DOID,RESOLVED_NO_MECHANICAL_DISCONTINUITY,KSEI_COMPLETE_HISTORY_NO_ACTIVE_MECHANICAL_CA_IN_V4_PERIOD,0,True,False,49
DOOH,RESOLVED_NO_MECHANICAL_DISCONTINUITY,KSEI_COMPLETE_HISTORY_NO_ACTIVE_MECHANICAL_CA_IN_V4_PERIOD,0,True,False,5
DOSS,RESOLVED_NO_MECHANICAL_DISCONTINUITY,KSEI_COMPLETE_HISTORY_NO_ACTIVE_MECHANICAL_CA_IN_V4_PERIOD,0,True,False,4
DPUM,RESOLVED_NO_MECHANICAL_DISCONTINUITY,KSEI_COMPLETE_HISTORY_NO_ACTIVE_MECHANICAL_CA_IN_V4_PERIOD,0,True,False,20
DRMA,RESOLVED_NO_MECHANICAL_DISCONTINUITY,KSEI_COMPLETE_HISTORY_NO_ACTIVE_MECHANICAL_CA_IN_V4_PERIOD,0,True,False,12
DSFI,RESOLVED_NO_MECHANICAL_DISCONTINUITY,KSEI_COMPLETE_HISTORY_NO_ACTIVE_MECHANICAL_CA_IN_V4_PERIOD,0,True,False,34
DSNG,RESOLVED_NO_MECHANICAL_DISCONTINUITY,KSEI_COMPLETE_HISTORY_NO_ACTIVE_MECHANICAL_CA_IN_V4_PERIOD,0,True,False,31
DSSA,PRICE_CONTINUITY_UNRESOLVED_EFFECTIVE_DATE,KSEI_ACTIVE_MECHANICAL_OR_UNKNOWN_CA_IN_V4_PERIOD:MANDATORY_CONVERSION,2,True,False,33
DWGL,RESOLVED_NO_MECHANICAL_DISCONTINUITY,KSEI_COMPLETE_HISTORY_NO_ACTIVE_MECHANICAL_CA_IN_V4_PERIOD,0,True,False,11
EDGE,PRICE_CONTINUITY_UNRESOLVED_EFFECTIVE_DATE,KSEI_ACTIVE_MECHANICAL_OR_UNKNOWN_CA_IN_V4_PERIOD:MANDATORY_CONVERSION,3,True,False,14
ELIT,RESOLVED_NO_MECHANICAL_DISCONTINUITY,KSEI_COMPLETE_HISTORY_NO_ACTIVE_MECHANICAL_CA_IN_V4_PERIOD,0,True,False,8
ELPI,PRICE_CONTINUITY_UNRESOLVED_EFFECTIVE_DATE,KSEI_ACTIVE_MECHANICAL_OR_UNKNOWN_CA_IN_V4_PERIOD:RIGHTS_HMETD,1,True,False,9
ELSA,RESOLVED_NO_MECHANICAL_DISCONTINUITY,KSEI_COMPLETE_HISTORY_NO_ACTIVE_MECHANICAL_CA_IN_V4_PERIOD,0,True,False,56
