ticker,company_name,listed_from,listed_to,capture_broad,capture_high,activity_rank,activity_median_regular_value_60,universe_source
ESSA,ESSA Industries Indonesia Tbk.,2012-02-01,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ESTA,Esta Multi Usaha Tbk.,2020-03-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ESTI,Ever Shine Tex Tbk.,1992-10-13,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ETWA,Eterindo Wahanatama Tbk,1997-05-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
EURO,Estee Gold Feet Tbk.,2022-08-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
EXCL,XLSMART Telecom Sejahtera Tbk.,2005-09-29,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FAPA,FAP Agri Tbk.,2021-01-04,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FAST,Fast Food Indonesia Tbk.,1993-05-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FASW,Fajar Surya Wisesa Tbk.,1994-12-19,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FILM,MD Entertainment Tbk.,2018-08-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FIMP,Fimperkasa Utama Tbk.,2021-04-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FIRE,Alfa Energi Investama Tbk.,2017-06-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FISH,FKS Multi Agro Tbk.,2002-01-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FITT,Hotel Fitra International Tbk.,2019-06-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FLMC,Falmaco Nonwoven Industri Tbk.,2021-07-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FMII,Fortune Mate Indonesia Tbk,2000-06-30,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FOLK,Multi Garam Utama Tbk.,2023-08-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FOOD,Sentra Food Indonesia Tbk.,2019-01-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FORE,Fore Kopi Indonesia Tbk.,2025-04-14,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FORU,Fortune Indonesia Tbk,2002-01-17,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FPNI,Lotte Chemical Titan Tbk.,2002-03-21,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FUJI,Fuji Finance Indonesia Tbk.,2019-07-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FUTR,Futura Energi Global Tbk.,2023-02-27,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
FWCT,Wijaya Cahaya Timber Tbk.,2023-02-01,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GAMA,Aksara Global Development Tbk.,2012-07-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GDST,Gunawan Dianjaya Steel Tbk.,2009-12-23,,1,1,23.0,158815100.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GDYR,Goodyear Indonesia Tbk.,1980-12-22,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GEMA,Gema Grahasarana Tbk.,2002-08-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GEMS,Golden Energy Mines Tbk.,2011-11-17,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GGRM,Gudang Garam Tbk.,1990-08-27,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GGRP,Gunung Raja Paksi Tbk.,2019-09-19,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GHON,Gihon Telekomunikasi Indonesia,2018-04-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GIAA,Garuda Indonesia (Persero) Tbk,2011-02-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GJTL,Gajah Tunggal Tbk.,1990-05-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GLOB,Globe Kita Terang Tbk.,2012-07-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GLVA,Galva Technologies Tbk.,2019-12-23,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GMFI,Garuda Maintenance Facility Ae,2017-10-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GMTD,Gowa Makassar Tourism Developm,2000-12-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GOLD,Visi Telekomunikasi Infrastruk,2010-07-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GOLF,Intra Golflink Resorts Tbk.,2024-07-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GOLL,Golden Plantation Tbk.,2014-12-23,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GOOD,Garudafood Putra Putri Jaya Tb,2018-10-10,,1,1,68.0,35956000.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GOTO,GoTo Gojek Tokopedia Tbk.,2022-04-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GPRA,Perdana Gapuraprima Tbk.,2007-10-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GPSO,Geoprima Solusi Tbk.,2021-09-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GRIA,Ingria Pratama Capitalindo Tbk,2023-08-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GRPH,Griptha Putra Persada Tbk.,2024-01-17,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GRPM,Graha Prima Mentari Tbk.,2023-07-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GSMF,Equity Development Investment,1989-10-23,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GTBO,Garda Tujuh Buana Tbk,2009-07-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GTRA,Grahaprima Suksesmandiri Tbk.,2023-03-30,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GTSI,GTS Internasional Tbk.,2021-09-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GULA,Aman Agrindo Tbk.,2022-08-03,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GUNA,Gunanusa Eramandiri Tbk.,2024-07-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GWSA,Greenwood Sejahtera Tbk.,2011-12-23,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
GZCO,Gozco Plantations Tbk.,2008-05-15,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HADE,Himalaya Energi Perkasa Tbk.,2004-04-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HAIS,Hasnur Internasional Shipping,2021-09-01,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HAJJ,Arsy Buana Travelindo Tbk.,2023-04-05,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HALO,Haloni Jane Tbk.,2023-02-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HATM,Habco Trans Maritima Tbk.,2022-07-26,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HBAT,Minahasa Membangun Hebat Tbk.,2023-08-07,,1,1,5.0,455108700.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HDFA,Radana Bhaskara Finance Tbk.,2011-05-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HDIT,Hensel Davest Indonesia Tbk.,2019-07-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HEAL,Medikaloka Hermina Tbk.,2018-05-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HELI,Jaya Trishindo Tbk.,2018-03-27,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HERO,DFI Retail Nusantara Tbk.,1989-08-21,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HEXA,Hexindo Adiperkasa Tbk.,1995-02-13,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HGII,Hero Global Investment Tbk.,2025-01-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HILL,Hillcon Tbk.,2023-03-01,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HITS,Humpuss Intermoda Transportasi,1997-12-15,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HKMU,HK Metals Utama Tbk.,2018-10-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HMSP,H.M. Sampoerna Tbk.,1990-08-15,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HOKI,Buyung Poetra Sembada Tbk.,2017-06-22,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HOME,Hotel Mandarine Regency Tbk.,2008-07-17,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HOMI,Grand House Mulia Tbk.,2020-09-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HOPE,Harapan Duta Pertiwi Tbk.,2021-05-24,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HOTL,Saraswati Griya Lestari Tbk.,2013-01-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HRME,Menteng Heritage Realty Tbk.,2019-04-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HRTA,Hartadinata Abadi Tbk.,2017-06-21,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HRUM,Harum Energy Tbk.,2010-10-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HUMI,Humpuss Maritim Internasional,2023-08-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
HYGN,Ecocare Indo Pasifik Tbk.,2024-02-13,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IATA,Karya Pacific Energy Tbk.,2006-09-13,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IBFN,Intan Baru Prana Tbk.,2014-12-22,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IBOS,Indo Boga Sukses Tbk.,2022-04-25,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IBST,Inti Bangun Sejahtera Tbk.,2012-08-31,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ICBP,Indofood CBP Sukses Makmur Tbk,2010-10-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ICON,Island Concepts Indonesia Tbk.,2005-07-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IDEA,Idea Indonesia Akademi Tbk.,2021-09-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IDPR,Indonesia Pondasi Raya Tbk.,2015-12-10,,1,1,85.0,17383000.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IFII,Indonesia Fibreboard Industry,2019-12-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IFSH,Ifishdeco Tbk.,2019-12-05,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IGAR,Champion Pacific Indonesia Tbk,1990-11-05,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IIKP,Inti Agri Resources Tbk,2002-10-14,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IKAI,Intikeramik Alamasri Industri,1997-06-04,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IKAN,Era Mandiri Cemerlang Tbk.,2020-02-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IKBI,Sumi Indo Kabel Tbk.,1991-01-21,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IKPM,Ikapharmindo Putramas Tbk.,2023-11-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IMAS,Indomobil Sukses Internasional,1993-11-15,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IMJS,Indomobil Multi Jasa Tbk.,2013-12-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IMPC,Impack Pratama Industri Tbk.,2014-12-17,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INAF,Indofarma Tbk.,2001-04-17,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INAI,Indal Aluminium Industry Tbk.,1994-12-05,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INCF,Indo Komoditi Korpora Tbk.,2016-09-06,,1,1,88.0,16815000.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INCI,Intanwijaya Internasional Tbk,1990-07-24,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INCO,Vale Indonesia Tbk.,1990-05-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INDF,Indofood Sukses Makmur Tbk.,1994-07-14,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INDO,Royalindo Investa Wijaya Tbk.,2020-01-13,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INDR,Indo-Rama Synthetics Tbk.,1990-08-03,,1,1,50.0,66530250.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INDS,Indospring Tbk.,1990-08-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INDX,Tanah Laut Tbk,2001-05-17,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INDY,Indika Energy Tbk.,2008-06-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INET,Sinergi Inti Andalan Prima Tbk,2023-07-24,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INKP,Indah Kiat Pulp & Paper Tbk.,1990-07-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INOV,Inocycle Technology Group Tbk.,2019-07-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INPC,Bank Artha Graha Internasional,1990-08-23,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INPP,Indonesian Paradise Property T,2004-01-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INPS,Indah Prakasa Sentosa Tbk.,2018-04-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INRU,Toba Pulp Lestari Tbk.,1990-06-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INTA,Intraco Penta Tbk.,1993-08-23,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INTD,Inter Delta Tbk,1989-12-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
INTP,Indocement Tunggal Prakarsa Tb,1989-12-05,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IOTF,Sumber Sinergi Makmur Tbk.,2023-10-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IPAC,Era Graharealty Tbk.,2021-06-30,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IPCC,Indonesia Kendaraan Terminal T,2018-07-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IPCM,Jasa Armada Indonesia Tbk.,2017-12-22,,1,1,13.0,240403900.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IPOL,Indopoly Swakarsa Industry Tbk,2010-07-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IPPE,Indo Pureco Pratama Tbk.,2021-12-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IPTV,MNC Vision Networks Tbk.,2019-07-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IRRA,Itama Ranoraya Tbk.,2019-10-15,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
IRSX,Folago Global Nusantara Tbk.,2023-02-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ISAP,Isra Presisi Indonesia Tbk.,2022-12-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ISAT,Indosat Tbk.,1994-10-19,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ISEA,Indo American Seafoods Tbk.,2024-07-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ISSP,Steel Pipe Industry of Indones,2013-02-22,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ITIC,Indonesian Tobacco Tbk.,2019-07-04,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ITMA,Sumber Energi Andalan Tbk.,1990-12-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ITMG,Indo Tambangraya Megah Tbk.,2007-12-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JARR,Jhonlin Agro Raya Tbk.,2022-08-04,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JAST,Jasnita Telekomindo Tbk.,2019-05-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JATI,Informasi Teknologi Indonesia,2023-05-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JAWA,Jaya Agra Wattie Tbk.,2011-05-30,,1,1,24.0,155234100.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JAYA,Armada Berjaya Trans Tbk.,2019-02-21,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JECC,Jembo Cable Company Tbk.,1992-11-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JECX,Nitrasanata Dharma Tbk.,2026-07-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JELI,Niramas Utama Tbk.,2026-07-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JGLE,Graha Andrasentra Propertindo,2016-06-29,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JIHD,Jakarta International Hotels &,1984-02-29,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JKON,Jaya Konstruksi Manggala Prata,2007-12-04,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JMAS,Asuransi Jiwa Syariah Jasa Mit,2017-12-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JPFA,Japfa Comfeed Indonesia Tbk.,1989-10-23,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JRPT,Jaya Real Property Tbk.,1994-06-29,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JSKY,Sky Energy Indonesia Tbk.,2018-03-28,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JSMR,Jasa Marga (Persero) Tbk.,2007-11-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JSPT,Jakarta Setiabudi Internasiona,1998-01-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
JTPE,Jasuindo Tiga Perkasa Tbk.,2002-04-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
KAEF,Kimia Farma Tbk.,2001-07-04,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
