ticker,company_name,listed_from,listed_to,capture_broad,capture_high,activity_rank,activity_median_regular_value_60,universe_source
BNBR,Bakrie & Brothers Tbk,1989-08-28,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BNGA,Bank CIMB Niaga Tbk.,1989-11-29,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BNII,Bank Maybank Indonesia Tbk.,1989-11-21,,1,1,25.0,144727600.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BNLI,Bank Permata Tbk.,1990-01-15,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BOAT,Newport Marine Services Tbk.,2024-11-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BOBA,Formosa Ingredient Factory Tbk,2021-11-01,,1,1,6.0,424541600.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BOGA,Apollo Global Interactive Tbk.,2016-12-19,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BOLA,Bali Bintang Sejahtera Tbk.,2019-06-17,,1,1,36.0,104935800.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BOLT,Garuda Metalindo Tbk.,2015-07-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BOSS,Borneo Olah Sarana Sukses Tbk.,2018-02-15,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BPFI,Woori Finance Indonesia Tbk.,2009-06-01,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BPII,Batavia Prosperindo Internasio,2014-07-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BPTR,Batavia Prosperindo Trans Tbk.,2018-07-09,,1,1,32.0,107350800.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BRAM,Indo Kordsa Tbk.,1990-09-05,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BREN,Barito Renewables Energy Tbk.,2023-10-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BRIS,Bank Syariah Indonesia (Perser,2018-05-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BRMS,Bumi Resources Minerals Tbk.,2010-12-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BRNA,Berlina Tbk.,1989-11-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BRPT,Barito Pacific Tbk.,1993-10-01,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BRRC,Raja Roti Cemerlang Tbk.,2025-01-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BSBK,Wulandari Bangun Laksana Tbk.,2022-11-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BSDE,Bumi Serpong Damai Tbk.,2008-06-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BSIM,Bank Sinarmas Tbk.,2010-12-13,,1,1,82.0,17842750.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BSML,Bintang Samudera Mandiri Lines,2021-12-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BSSR,Baramulti Suksessarana Tbk.,2012-11-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BSWD,Bank Of India Indonesia Tbk.,2002-05-01,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BTEK,Bumi Teknokultura Unggul Tbk,2004-05-14,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BTEL,Bakrie Telecom Tbk.,2006-02-03,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BTON,Betonjaya Manunggal Tbk.,2001-07-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BTPN,Bank SMBC Indonesia Tbk.,2008-03-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BTPS,Bank BTPN Syariah Tbk.,2018-05-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BUAH,Segar Kumala Indonesia Tbk.,2022-08-09,,1,1,31.0,107984250.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BUDI,Budi Starch & Sweetener Tbk.,1995-05-08,,1,1,91.0,15536900.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BUKA,Bukalapak.com Tbk.,2021-08-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BUKK,Bukaka Teknik Utama Tbk.,2015-06-29,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BULL,Buana Lintas Lautan Tbk.,2011-05-23,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BUMI,Bumi Resources Tbk.,1990-07-30,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BUVA,Bukit Uluwatu Villa Tbk.,2010-07-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BVIC,Bank Victoria International Tb,1999-06-30,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BWPT,Eagle High Plantations Tbk.,2009-10-27,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
BYAN,Bayan Resources Tbk.,2008-08-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CAKK,Cahayaputra Asa Keramik Tbk.,2018-10-31,,1,1,94.0,13539850.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CAMP,Campina Ice Cream Industry Tbk,2017-12-19,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CANI,Capitol Nusantara Indonesia Tb,2014-01-16,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CARE,Metro Healthcare Indonesia Tbk,2020-03-13,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CARS,Industri dan Perdagangan Bintr,2017-04-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CASA,Capital Financial Indonesia Tb,2016-07-19,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CASH,Cashlez Worldwide Indonesia Tb,2020-05-04,,1,1,4.0,570944900.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CASS,Cahaya Aero Services Tbk.,2011-12-05,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CBDK,Bangun Kosambi Sukses Tbk.,2025-01-13,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CBMF,Cahaya Bintang Medan Tbk.,2020-04-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CBPE,Citra Buana Prasida Tbk.,2023-01-06,,1,1,77.0,28352200.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CBRE,Cakra Buana Resources Energi T,2023-01-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CBUT,Citra Borneo Utama Tbk.,2022-11-08,,1,1,41.0,87348000.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CCSI,Communication Cable Systems In,2019-06-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CDIA,Chandra Daya Investasi Tbk.,2025-07-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CEKA,Wilmar Cahaya Indonesia Tbk.,1996-07-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CENT,Centratama Telekomunikasi Indo,2001-11-01,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CFIN,Clipan Finance Indonesia Tbk.,1990-08-27,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CGAS,Citra Nusantara Gemilang Tbk.,2024-01-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CHEK,Diastika Biotekindo Tbk.,2025-07-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CHEM,Chemstar Indonesia Tbk.,2022-07-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CHIP,Pelita Teknologi Global Tbk.,2023-02-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CINT,Chitose Internasional Tbk.,2014-06-27,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CITA,Cita Mineral Investindo Tbk.,2002-03-20,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CITY,Natura City Developments Tbk.,2018-09-28,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CLAY,Citra Putra Realty Tbk.,2019-01-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CLEO,Sariguna Primatirta Tbk.,2017-05-05,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CLPI,Colorpak Indonesia Tbk.,2001-11-30,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CMNP,Citra Marga Nusaphala Persada,1995-01-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CMNT,Cemindo Gemilang Tbk.,2021-09-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CMPP,AirAsia Indonesia Tbk.,1994-12-08,,1,0,105.0,3296800.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CMRY,Cisarua Mountain Dairy Tbk.,2021-12-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CNKO,Exploitasi Energi Indonesia Tb,2001-11-20,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CNMA,Nusantara Sejahtera Raya Tbk.,2023-08-02,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CNTB,Century Textile Industry Tbk Seri B,2000-12-22,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
COAL,Black Diamond Resources Tbk.,2022-09-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
COCO,Wahana Interfood Nusantara Tbk,2019-03-20,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
COIN,Indokripto Koin Semesta Tbk.,2025-07-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
COWL,Cowell Development Tbk.,2007-12-19,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CPIN,Charoen Pokphand Indonesia Tbk,1991-03-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CPRI,Capri Nusa Satu Properti Tbk.,2019-04-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CPRO,Central Proteina Prima Tbk.,2006-11-28,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CRAB,Toba Surimi Industries Tbk.,2022-08-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CRSN,Carsurin Tbk.,2023-07-10,,1,1,64.0,37809150.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CSAP,Catur Sentosa Adiprana Tbk.,2007-12-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CSIS,Cahayasakti Investindo Sukses,2017-05-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CSMI,Cipta Selera Murni Tbk.,2020-04-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CSRA,Cisadane Sawit Raya Tbk.,2020-01-09,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CTBN,Citra Tubindo Tbk.,1989-11-28,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CTRA,Ciputra Development Tbk.,1994-03-28,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CTTH,Citatah Tbk.,1996-07-03,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CUAN,Petrindo Jaya Kreasi Tbk.,2023-03-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
CYBR,ITSEC Asia Tbk.,2023-08-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DAAZ,Daaz Bara Lestari Tbk.,2024-11-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DADA,Diamond Citra Propertindo Tbk.,2020-02-14,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DART,Duta Anggada Realty Tbk.,1990-05-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DATA,Remala Abadi Tbk.,2024-05-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DAYA,Duta Intidaya Tbk.,2016-06-28,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DCII,DCI Indonesia Tbk.,2021-01-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DEAL,Dewata Freightinternational Tb,2018-11-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DEFI,Danasupra Erapacific Tbk.,2001-07-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DEPO,Caturkarda Depo Bangunan Tbk.,2021-11-25,,1,1,49.0,67019200.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DEWA,Darma Henwa Tbk,2007-09-26,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DEWI,Dewi Shri Farmindo Tbk.,2022-07-18,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DFAM,Dafam Property Indonesia Tbk.,2018-04-27,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DGIK,Nusa Konstruksi Enjiniring Tbk,2007-12-19,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DGNS,Diagnos Laboratorium Utama Tbk,2021-01-15,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DGWG,Delta Giri Wacana Tbk.,2025-01-13,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DIGI,Arkadia Digital Media Tbk.,2018-09-18,,1,1,81.0,18438600.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DILD,Intiland Development Tbk.,1991-09-04,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DIVA,Distribusi Voucher Nusantara T,2018-11-27,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DKFT,Central Omega Resources Tbk.,1997-11-21,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DKHH,Cipta Sarana Medika Tbk.,2025-05-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DLTA,Delta Djakarta Tbk.,1984-02-27,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DMAS,Puradelta Lestari Tbk.,2015-05-29,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DMMX,Digital Mediatama Maxima Tbk.,2019-10-21,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DMND,Diamond Food Indonesia Tbk.,2020-01-22,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DNAR,Bank Oke Indonesia Tbk.,2014-07-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DNET,Indoritel Makmur Internasional,2000-12-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DOID,BUMA Internasional Grup Tbk.,2001-06-15,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DOOH,Era Media Sejahtera Tbk.,2023-05-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DOSS,Global Sukses Digital Tbk.,2024-08-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DPNS,Duta Pertiwi Nusantara Tbk.,1990-08-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DPUM,Dua Putra Utama Makmur Tbk.,2015-12-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DRMA,Dharma Polimetal Tbk.,2021-12-20,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DSFI,Dharma Samudera Fishing Indust,2000-03-24,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DSNG,Dharma Satya Nusantara Tbk.,2013-06-14,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DSSA,Dian Swastatika Sentosa Tbk,2009-12-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DUCK,Jaya Bersama Indo Tbk.,2018-10-10,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DUTI,Duta Pertiwi Tbk,1994-11-02,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DVLA,Darya-Varia Laboratoria Tbk.,1994-11-11,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DWGL,Dwi Guna Laksana Tbk.,2017-12-13,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
DYAN,Dyandra Media International Tb,2013-03-25,,1,1,20.0,191873850.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
EAST,Eastparc Hotel Tbk.,2019-07-09,,1,1,42.0,86427800.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ECII,Electronic City Indonesia Tbk.,2013-07-03,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
EDGE,Indointernet Tbk.,2021-02-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
EKAD,Ekadharma International Tbk.,1990-08-14,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ELIT,Data Sinergitama Jaya Tbk.,2023-01-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ELPI,Pelayaran Nasional Ekalya Purn,2022-08-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ELSA,Elnusa Tbk.,2008-02-06,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ELTY,Bakrieland Development Tbk.,1995-10-30,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
EMAS,Merdeka Gold Resources Tbk.,2025-09-23,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
EMDE,Megapolitan Developments Tbk.,2011-01-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
EMMI,Esa Medika Mandiri Tbk.,2026-07-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
EMTK,Elang Mahkota Teknologi Tbk.,2010-01-12,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ENAK,Champ Resto Indonesia Tbk.,2022-02-08,,1,1,39.0,97007400.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ENRG,Energi Mega Persada Tbk.,2004-06-07,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ENVY,Envy Technologies Indonesia Tb,2019-07-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ENZO,Morenzo Abadi Perkasa Tbk.,2020-09-14,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
EPAC,Megalestari Epack Sentosaraya,2020-07-01,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
EPMT,Enseval Putera Megatrading Tbk,1994-08-01,,1,1,51.0,65128000.0,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ERAA,Erajaya Swasembada Tbk.,2011-12-14,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ERAL,Sinar Eka Selaras Tbk.,2023-08-08,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ERTX,Eratex Djaja Tbk.,1990-08-21,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
ESIP,Sinergi Inti Plastindo Tbk.,2019-11-14,,1,0,,,V4_X1_CLEAN_SECURITY_MASTER_PLUS_PRIMARY_LIQUID_60_SESSION_VALUE
