event_id,ticker,row_index,source_type,status,ratio_raw,ratio_parse_status,ratio_left_security,ratio_right_security,strict_security_to_currency_predicate,present_in_parent_audit,present_in_remediation_audit,removed_from_relevant_audit,parent_family,parent_semantic_class,parent_transition_date,remediation_family,remediation_semantic_class,remediation_transition_date,remediation_reason
ea6342da3645aea159162c92bd128bb6d0f1b056187de70b523d9fd806ce67cd,COCO,4,Right Distribution,Active,(1 COCO : 3 COCO-R EXP 21102025 ),PARSED_SOURCE_TEXT_ONLY,COCO,COCO-R EXP 21102025,False,True,True,False,RIGHT_DISTRIBUTION,SCHEDULE_REQUIRED,,RIGHT_DISTRIBUTION,SCHEDULE_REQUIRED,,SOURCE_NATIVE_CUM_MISSING_OR_NOT_OFFICIAL_SESSION
e0f232c4b41c5b9b17c2071b9d63dc25bb9eec9b3233272c574c1f7fbf4aacca,CSIS,4,Right Distribution,Active,(10 CSIS : 4 CSIS-R ),PARSED_SOURCE_TEXT_ONLY,CSIS,CSIS-R,False,True,True,False,RIGHT_DISTRIBUTION,SCHEDULE_REQUIRED,,RIGHT_DISTRIBUTION,SCHEDULE_REQUIRED,,SOURCE_NATIVE_CUM_MISSING_OR_NOT_OFFICIAL_SESSION
6df97832e47c00fc5653e90659f525a5c8258752f9fc2245803498bdeb30b45e,CUAN,2,Mandatory Conversion,Active,(1 CUAN : 10 CUAN ),PARSED_SOURCE_TEXT_ONLY,CUAN,CUAN,False,True,True,False,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE
52bbd37b7c2b69085d0046175bb3da57ca7d4689e1299cd34c64a779aedcd9a6,CYBR,3,Mandatory Conversion,Active,(1 CYBR : 2 CYBR ),PARSED_SOURCE_TEXT_ONLY,CYBR,CYBR,False,True,True,False,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE
045a4591454c9f423a57f5a824966d849d8bc472d26450675deebcaa542e9f06,DATA,2,Voluntary Conversion,Active,(1 DATA : 974 IDR),PARSED_SOURCE_TEXT_ONLY,DATA,IDR,True,True,False,True,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,VOLUNTARY_CASH_SETTLEMENT,NON_BLOCKING,,VOLUNTARY_SECURITY_TO_CURRENCY_SETTLEMENT_NOT_AUTOMATIC_MARKET_PRICE_BASIS_REBASE
bbdfeca018e052b84ef7b5030710bbb63887b703a18868c05752a195d445a241,DSSA,3,Mandatory Conversion,Active,(1 DSSA : 25 DSSA ),PARSED_SOURCE_TEXT_ONLY,DSSA,DSSA,False,True,True,False,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE
63f4648ba4d3f26f02baea5199a23530fb89d9fcfedb56fc4808de62ca5ebe1b,DSSA,6,Mandatory Conversion,Active,(1 DSSA : 10 DSSA ),PARSED_SOURCE_TEXT_ONLY,DSSA,DSSA,False,True,True,False,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE
8abd467f868678e08a314267bd8f5856b899d5ba53fca7796911123ea611951c,EDGE,1,Voluntary Conversion,Active,,UNRESOLVED_SOURCE_TEXT,,,False,True,True,False,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE
f91190c37ee43bbdfee7ee4a7588a91d87c815ba6a92002d54c4698992ef4a8b,EDGE,2,Voluntary Conversion,Active,(1 EDGE : 11500 IDR),PARSED_SOURCE_TEXT_ONLY,EDGE,IDR,True,True,False,True,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,VOLUNTARY_CASH_SETTLEMENT,NON_BLOCKING,,VOLUNTARY_SECURITY_TO_CURRENCY_SETTLEMENT_NOT_AUTOMATIC_MARKET_PRICE_BASIS_REBASE
89045264149e8e558e15a67a19288fb84b2d6f61bef7f98224f3683dc2d96e94,EDGE,8,Mandatory Conversion,Active,(1 EDGE : 5 EDGE ),PARSED_SOURCE_TEXT_ONLY,EDGE,EDGE,False,True,True,False,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE
